season,game_date,home_team,away_team,home_score,away_score,outcome,elo_diff,ppg_diff,goals_for_diff,goals_against_diff,form_5g_diff,rest_days_diff,home_advantage_diff,xg_for_diff,xg_against_diff,possession_diff,draw_tendency_diff,travel_distance,midweek_flag,altitude_flag,is_home,poisson_home,poisson_draw,poisson_away
2021,2021-05-16,MIN,DAL,1,0,H,8.793,-0.65,-0.7,0.75,-0.2167,-5,0.0,-0.0825,0.145,-4.11,-0.5,0.2863,0,0,1.0,0.3662,0.2301,0.4036
2021,2021-05-16,COL,HOU,3,1,H,46.3974,0.15,0.05,0.25,0.05,4,-0.6667,0.635,0.0125,4.43,-0.15,0.2935,0,1,1.0,0.5085,0.2113,0.2802
2021,2021-05-16,RSL,NSH,0,0,D,-45.2611,0.5,0.5,0.3333,0.1667,0,-0.75,-1.275,0.3208,-7.4667,-0.75,0.4634,0,1,1.0,0.203,0.1729,0.6241
2021,2021-05-16,SJ,POR,0,2,A,-18.6657,1.05,1.0,-0.8,0.35,-4,-0.3333,0.7875,0.4375,8.295,0.0,0.1886,0,0,1.0,0.5282,0.2063,0.2655
2021,2021-05-16,SKC,VAN,3,0,H,64.9988,0.0,0.2,0.6,0.0,0,-0.5,0.19,-0.34,1.14,0.0,0.5213,0,0,1.0,0.427,0.2337,0.3393
2021,2021-05-16,CIN,MIA,2,3,A,-86.2687,-0.6667,-0.3333,1.9333,-0.2222,10,0.5,-0.5467,2.0433,3.2533,-0.0667,0.3141,0,0,1.0,0.2302,0.2331,0.5368
2021,2021-05-16,NE,CLB,1,0,H,-4.6052,0.35,0.45,0.45,0.1167,0,0.5,0.525,0.1825,3.87,-0.1,0.2094,0,0,1.0,0.4804,0.2397,0.2799
2021,2021-05-17,DC,ORL,0,1,A,-87.3246,-0.75,-0.25,1.75,-0.25,0,0.6667,-0.3,0.4125,-3.45,-0.75,0.2521,0,0,1.0,0.3169,0.233,0.4501
2021,2021-05-17,SEA,LAFC,2,0,H,61.6186,1.35,0.95,-0.6,0.45,-4,-0.1667,-0.115,0.3175,-7.81,-0.3,0.3206,0,0,1.0,0.3711,0.206,0.423
2021,2021-05-22,MTL,CIN,1,2,A,94.837,1.0833,0.3333,-2.0833,0.25,1,0.25,0.3417,-2.0083,1.7917,0.0833,0.2354,0,0,1.0,0.4931,0.2363,0.2706
2021,2021-05-22,POR,LA,3,0,H,56.8808,-1.2,-0.8,0.0,-0.4,-1,-0.3333,0.15,-0.79,-5.02,0.0,0.2761,0,0,1.0,0.4282,0.2358,0.336
2021,2021-05-22,CHI,MIA,1,0,H,-0.251,-1.0833,-0.5833,0.75,-0.45,8,0.6667,0.0833,0.5417,8.2583,-0.0833,0.3921,0,0,1.0,0.3927,0.2232,0.3841
2021,2021-05-22,ORL,TOR,1,0,H,11.7068,0.8,-0.2,-1.4,0.2667,-2,-0.6667,0.24,-0.55,2.88,0.2,0.3495,0,0,1.0,0.4359,0.251,0.3131
2021,2021-05-22,NYC,CLB,1,2,A,44.6319,0.6,1.4,0.0,0.2,1,-0.3333,1.29,-0.22,9.58,0.0,0.1589,0,0,1.0,0.6399,0.1915,0.1686
2021,2021-05-23,DAL,RSL,2,2,D,26.0872,-0.75,-0.3,0.2,-0.25,0,1.0,0.14,0.63,5.095,0.15,0.3251,0,0,1.0,0.3904,0.2472,0.3624
2021,2021-05-23,NE,RBNY,3,1,H,34.2517,0.6333,-0.2333,-0.2,0.2667,-1,0.3333,0.0433,0.2867,-0.3633,0.3333,0.0577,0,0,1.0,0.3848,0.2349,0.3803
2021,2021-05-23,HOU,VAN,2,1,H,22.4855,0.1667,0.3333,0.1667,0.0667,0,0.0,0.0667,-0.225,-2.3833,0.1667,0.6598,0,0,1.0,0.396,0.2445,0.3595
2021,2021-05-23,SJ,SKC,1,3,A,-30.0673,-0.1667,0.1667,0.1667,0.1333,0,-0.3333,0.2917,0.5833,5.55,-0.1667,0.4905,0,0,1.0,0.4365,0.2052,0.3583
2021,2021-05-23,LAFC,COL,2,1,H,19.0235,-1.0,-0.6,0.0,-0.3333,-1,0.3333,-0.12,-0.31,2.64,0.2,0.2786,0,0,1.0,0.3804,0.2093,0.4103
2021,2021-05-23,SEA,ATL,1,1,D,120.306,1.0667,0.9667,-0.4667,0.3333,-2,-0.6667,0.2433,-0.1817,-13.8,-0.2333,0.7258,0,0,1.0,0.438,0.221,0.3411
2021,2021-05-23,DC,PHI,0,1,A,-116.6366,-0.7333,-0.0333,1.1667,-0.2667,-2,0.75,-0.1433,-0.2917,3.9567,-0.3333,0.0406,0,0,1.0,0.3526,0.2499,0.3975
2021,2021-05-24,NSH,ATX,1,0,H,30.0064,0.2,0.2,-0.6,0.0667,-1,0.65,0.82,-1.37,0.04,0.8,0.2486,0,0,1.0,0.5674,0.1856,0.2471
2021,2021-05-29,CHI,MTL,0,1,A,19.947,-0.3429,-0.0333,0.6333,0.0,0,0.25,0.445,0.4983,2.71,-0.0857,0.2463,0,0,1.0,0.4614,0.2212,0.3174
2021,2021-05-29,RBNY,ORL,2,1,H,-50.3221,-1.0,0.1667,1.1667,-0.3333,-1,0.6667,-0.0083,0.3583,-1.45,-0.5,0.3129,0,0,1.0,0.3711,0.2389,0.3899
2021,2021-05-29,CLB,TOR,2,1,H,16.5432,0.5,-0.3333,-0.8333,0.1333,0,-0.25,-0.3833,-0.1167,0.3833,0.0,0.1043,0,0,1.0,0.2935,0.2582,0.4483
2021,2021-05-29,CIN,NE,0,1,A,-161.4872,-1.2,-0.1333,1.9667,-0.4,1,-1.25,-0.6567,1.595,-4.8967,-0.0857,0.2415,0,0,1.0,0.2407,0.212,0.5473
2021,2021-05-29,ATL,NSH,2,2,D,-40.4057,-0.1667,0.0,0.1667,-0.0667,1,0.6,-0.975,0.6167,10.45,-0.1667,0.0707,0,0,1.0,0.227,0.1903,0.5826
2021,2021-05-29,LAFC,NYC,1,2,A,-11.8354,0.0,-0.6667,0.1667,-0.2,-1,0.6667,-0.2833,-0.0167,0.25,0.0,0.8164,0,0,1.0,0.3498,0.2038,0.4464
2021,2021-05-29,LA,SJ,1,0,H,-9.7905,0.7143,0.0,0.3333,0.2,1,0.7667,-0.8667,0.55,-6.8333,0.0,0.1026,0,0,1.0,0.2416,0.1961,0.5623
2021,2021-05-30,MIA,DC,0,3,A,33.7779,0.6429,0.3333,-0.6667,0.3333,1,-0.8333,-0.275,0.475,-5.7667,0.2857,0.3038,0,0,1.0,0.3103,0.2471,0.4425
2021,2021-05-30,SKC,HOU,3,2,H,67.092,0.2857,0.5,-0.1667,0.0667,0,-0.5833,0.8167,-0.2333,8.05,-0.1429,0.2107,0,0,1.0,0.5487,0.21,0.2413
2021,2021-05-30,COL,DAL,3,0,H,4.2032,0.6667,0.1667,0.0,0.2667,0,0.0833,-0.0083,-0.225,-5.2833,-0.3333,0.2161,0,1,1.0,0.3962,0.2136,0.3902
2021,2021-05-30,RSL,MIN,1,1,D,-45.6521,0.6,0.7667,-0.4667,0.1333,-7,-0.6667,-0.4933,0.175,-2.1633,0.4,0.3314,0,1,1.0,0.2892,0.2268,0.484
2021,2021-05-30,PHI,POR,3,0,H,10.8258,0.0714,-0.5,-0.5,0.0667,-1,-0.75,-0.5833,0.2583,0.0,0.2857,0.8026,0,0,1.0,0.2703,0.2261,0.5036
2021,2021-05-31,SEA,ATX,0,0,D,119.8859,1.4286,0.8333,-0.8333,0.4667,1,0.4167,-0.0917,-0.9583,-9.0333,0.2857,0.5879,0,0,1.0,0.3853,0.2352,0.3796
2021,2021-06-12,SKC,ATX,1,1,D,40.4973,1.0,1.1667,0.3333,0.5333,1,0.5357,0.8083,-0.5833,4.65,-0.0179,0.2033,0,0,1.0,0.5517,0.1949,0.2534
2021,2021-06-19,RBNY,NSH,2,0,H,-43.0265,-0.2857,0.3333,0.6667,0.0,0,0.35,-0.3083,0.475,0.95,-0.7143,0.2522,0,0,1.0,0.3278,0.2146,0.4577
2021,2021-06-19,RSL,VAN,3,1,H,53.4026,0.5,0.6667,-0.3333,0.2,0,-0.9167,-0.025,-0.2833,-0.3833,0.3571,0.2706,0,1,1.0,0.3791,0.2444,0.3765
2021,2021-06-19,CLB,CHI,2,0,H,75.2921,0.9048,0.5,-0.6667,0.4,0,0.1667,-0.9917,-0.1917,-3.5167,0.119,0.0916,0,0,1.0,0.209,0.215,0.576
2021,2021-06-19,CIN,COL,0,2,A,-157.3645,-1.1905,-1.0,1.1667,-0.6,0,-0.6667,-0.5,1.05,-1.9,0.0238,0.3633,0,0,1.0,0.2765,0.2185,0.505
2021,2021-06-19,NYC,NE,2,3,A,23.9629,-0.5536,0.6667,0.0,-0.1333,0,-0.9167,-0.0583,-0.175,-1.8667,0.0357,0.0563,0,0,1.0,0.3948,0.1974,0.4078
2021,2021-06-19,TOR,ORL,2,3,A,-21.0688,-1.0,-0.3333,0.6667,-0.4,0,0.3333,-0.0,0.1667,-5.15,-0.1429,0.3495,0,0,1.0,0.374,0.2446,0.3814
2021,2021-06-20,DC,MIA,1,0,H,1.9918,-0.1429,0.1667,0.1667,-0.0667,0,0.5833,0.2167,-0.5333,4.7333,-0.25,0.3038,0,0,1.0,0.4317,0.2479,0.3203
2021,2021-06-20,DAL,MIN,1,1,D,-30.5113,-0.1429,0.3333,0.6667,-0.1333,0,-0.25,0.4,0.3583,7.85,0.2857,0.2863,0,0,1.0,0.4573,0.2156,0.3271
2021,2021-06-20,ATX,SJ,0,0,D,24.1288,-0.125,-0.6667,-0.5,-0.0667,-6,-0.3167,-1.2,0.125,-7.05,0.25,0.4882,0,0,1.0,0.2053,0.1826,0.6121
2021,2021-06-20,LA,SEA,1,2,A,-142.3208,-0.1071,-0.1667,1.1667,-0.1333,0,0.7333,0.1917,1.225,2.4167,-0.375,0.3205,0,0,1.0,0.3953,0.2305,0.3742
2021,2021-06-20,POR,SKC,2,1,H,-4.4606,-0.6032,-0.5,0.6667,-0.2667,6,0.3167,-1.0583,0.3917,-13.0333,-0.2222,0.4965,0,0,1.0,0.2448,0.1712,0.5839
2021,2021-06-20,LAFC,HOU,1,1,D,76.6091,-0.2321,-0.3333,0.0,-0.2,0,-0.25,0.325,-0.5083,17.65,0.0357,0.4569,0,0,1.0,0.4563,0.2363,0.3074
2021,2021-06-20,ATL,PHI,2,2,D,-68.6724,-0.3214,0.1667,0.6667,-0.4667,0,0.9333,0.225,-0.1083,15.5,0.3214,0.2212,0,0,1.0,0.4273,0.2379,0.3348
2021,2021-06-23,ORL,SJ,5,0,H,66.2327,0.7639,1.1667,-0.5,0.6,1,-0.15,-1.0833,-0.6167,-5.4333,0.2639,0.8028,1,0,1.0,0.2343,0.1891,0.5766
2021,2021-06-23,NE,RBNY,3,2,H,47.0567,0.7222,0.0,0.1667,0.2667,0,-0.2,0.4917,0.275,4.8667,0.2222,0.0577,1,0,1.0,0.4772,0.2072,0.3156
2021,2021-06-23,NYC,ATL,1,0,H,61.0105,0.0,0.1667,0.0,-0.1333,1,-0.75,0.525,-0.4833,-9.8167,-0.375,0.2494,1,0,1.0,0.4984,0.2085,0.2931
2021,2021-06-23,PHI,CLB,1,0,H,21.4536,-0.0833,0.1667,-0.5,0.1333,-1,-0.6,0.475,0.475,-1.3167,0.0833,0.1381,1,0,1.0,0.4635,0.2402,0.2963
2021,2021-06-24,MTL,DC,0,0,D,9.9833,0.25,-0.3333,-0.6667,0.0,10,-0.3167,-0.2083,0.0,-3.1833,0.25,0.1623,1,0,1.0,0.3395,0.2394,0.4211
2021,2021-06-24,CHI,CIN,0,1,A,92.8953,0.0,-0.3333,-0.8333,0.0,0,0.5,0.0167,-0.6917,5.5333,0.0,0.0834,1,0,1.0,0.4052,0.2243,0.3705
2021,2021-06-24,MIN,ATX,2,0,H,35.387,0.0,0.6667,0.0,0.3333,0,0.75,0.3417,-1.0167,-0.4833,-0.0833,0.3459,1,0,1.0,0.4736,0.2214,0.305
2021,2021-06-24,HOU,POR,2,2,D,-76.9308,-0.1667,-0.1667,-0.1667,-0.1333,0,0.25,-0.5583,0.1,-4.1667,0.3333,0.611,1,0,1.0,0.273,0.2325,0.4945
2021,2021-06-24,NSH,TOR,3,2,H,24.6182,0.75,-0.1667,-0.8333,0.2667,0,0.0667,0.2083,-0.3667,-4.1167,0.375,0.216,1,0,1.0,0.4299,0.2372,0.3329
2021,2021-06-24,SKC,COL,3,1,H,-4.3941,-0.3,-0.3333,0.3333,-0.1333,-1,-0.05,1.1833,-0.7417,12.15,0.075,0.182,1,0,1.0,0.6171,0.1752,0.2077
2021,2021-06-24,SEA,RSL,2,1,H,128.4198,0.619,-0.3333,-0.6667,0.3333,-1,-0.05,-0.125,-0.3083,-4.95,-0.0952,0.2361,1,0,1.0,0.3578,0.2479,0.3943
2021,2021-06-24,LAFC,DAL,2,0,H,36.4786,0.25,-0.3333,0.0,0.0667,0,0.2,-0.3,-0.775,1.4833,-0.125,0.4079,1,0,1.0,0.356,0.2121,0.4319
2021,2021-06-24,VAN,LA,1,2,A,-42.9639,-1.0,-0.3333,0.1667,-0.4,1,0.2,-0.2417,-0.575,-3.8667,0.125,0.361,1,0,1.0,0.3458,0.2388,0.4153
2021,2021-06-26,MIA,ORL,1,2,A,-112.9069,-1.1111,-1.3333,0.8333,-0.6,3,-0.5,0.2,0.3083,-6.6833,-0.1111,0.0639,0,0,1.0,0.3999,0.2716,0.3284
2021,2021-06-26,SKC,LAFC,2,1,H,-5.2811,0.3667,1.1667,-0.1667,0.2,0,-0.2333,0.825,0.1917,2.0333,-0.1333,0.4475,0,0,1.0,0.5367,0.1823,0.281
2021,2021-06-26,TOR,CIN,0,2,A,124.8541,-0.3194,0.5,0.0,-0.3333,0,0.7333,-0.425,0.15,0.3333,0.0972,0.1364,0,0,1.0,0.3145,0.2127,0.4728
2021,2021-06-27,CHI,PHI,3,3,D,-125.1405,-1.3,-1.3333,0.8333,-0.6667,-1,0.2,0.1917,0.075,9.9,-0.175,0.2212,0,0,1.0,0.4177,0.2355,0.3468
2021,2021-06-27,RSL,HOU,1,1,D,28.8763,0.2,-0.1667,-0.3333,0.0667,0,-0.5333,0.1667,0.05,8.05,-0.025,0.397,0,1,1.0,0.4047,0.2574,0.3379
2021,2021-06-27,NSH,MTL,1,1,D,72.6486,0.2222,0.6667,0.1667,0.0667,0,0.65,0.7917,-0.2,-5.0667,0.2222,0.3129,0,0,1.0,0.5439,0.2167,0.2394
2021,2021-06-27,SEA,VAN,2,2,D,207.1264,1.6222,0.5,-1.3333,0.7333,0,-0.5833,0.2,-0.625,1.3,0.1889,0.0405,0,0,1.0,0.43,0.2493,0.3207
2021,2021-06-27,SJ,LA,1,3,A,-13.7428,-1.0,-1.1667,0.8333,-0.5333,1,-0.1,0.625,-0.4667,7.6167,0.1,0.1026,0,0,1.0,0.5166,0.2045,0.2789
2021,2021-06-27,POR,MIN,0,1,A,-1.4634,0.2222,0.3333,0.5,-0.0667,0,-0.05,-0.0083,0.1583,-4.55,-0.1111,0.4762,0,0,1.0,0.387,0.2166,0.3964
2021,2021-06-27,ATL,RBNY,0,0,D,-7.2685,-0.1111,-0.3333,-0.1667,0.0,0,-0.3,-0.2167,0.2333,10.2333,0.5556,0.2481,0,0,1.0,0.3408,0.2271,0.432
2021,2021-06-27,NYC,DC,2,1,H,112.7174,0.4444,0.5,0.5,0.0,1,-0.4,0.4667,0.6167,-6.95,0.1111,0.0688,0,0,1.0,0.4643,0.2151,0.3205
2021,2021-06-28,ATX,CLB,0,0,D,-49.4031,-0.6556,-0.8333,0.0,-0.4,-1,-0.7722,0.225,1.0833,-1.95,0.0778,0.3535,0,0,1.0,0.3924,0.2587,0.3489
2021,2021-06-28,DAL,NE,2,1,H,-61.6765,-1.5222,-1.3333,0.6667,-0.8667,-1,-0.4,-0.3833,0.5417,4.35,0.2444,0.5139,0,0,1.0,0.3252,0.1994,0.4753
2021,2021-07-03,CLB,NE,2,2,D,-10.4152,-0.7,-1.0,-0.5,-0.1333,0,-0.0833,-0.9333,-0.4583,-2.9833,0.2,0.2094,0,0,1.0,0.2402,0.2043,0.5555
2021,2021-07-03,DC,TOR,7,1,H,-34.8507,0.5,-0.1667,-1.3333,0.4667,-1,0.0833,0.2917,-1.05,3.3667,-0.1,0.1174,0,0,1.0,0.4624,0.2328,0.3048
2021,2021-07-03,MTL,MIA,1,0,H,29.0857,0.5,0.1667,-1.1667,0.1333,-1,0.3167,0.1167,0.0167,-0.5833,0.2,0.4654,0,0,1.0,0.3863,0.2778,0.336
2021,2021-07-03,ORL,RBNY,1,2,A,55.8586,0.8,1.0,-0.5,0.3333,1,-0.8,-0.6667,-0.3,4.7833,0.2,0.3129,0,0,1.0,0.258,0.2347,0.5073
2021,2021-07-04,CHI,ATL,3,0,H,-46.8851,-0.6444,-0.3333,0.5,0.0,0,-0.2333,0.2917,0.1583,-5.5333,-0.3778,0.1956,0,0,1.0,0.4369,0.2305,0.3325
2021,2021-07-04,MIN,SJ,2,2,D,98.3874,0.4,0.8333,-2.0,0.6667,0,0.2667,-0.0583,-0.3667,-8.1333,0.1,0.5253,0,0,1.0,0.393,0.2079,0.3991
2021,2021-07-04,NSH,PHI,1,0,H,-38.4604,-0.3,-0.6667,0.3333,-0.2,0,0.3286,0.4917,-0.3333,-1.0333,0.3,0.2275,0,0,1.0,0.4887,0.2135,0.2978
2021,2021-07-04,HOU,CIN,1,1,D,72.8823,-0.0111,0.3333,0.6667,-0.2,-1,1.1,-0.9333,0.6167,-8.6333,0.3889,0.2983,0,0,1.0,0.2214,0.2005,0.5782
2021,2021-07-04,RSL,LAFC,0,1,A,-49.7986,0.2444,0.1667,-0.1667,-0.0667,-1,-0.5,-0.225,0.65,-4.3333,0.1444,0.1912,0,1,1.0,0.3328,0.2238,0.4434
2021,2021-07-05,DAL,VAN,2,2,D,82.2981,0.2,0.0,-0.5,0.2667,-1,-0.1667,0.5833,0.45,10.2,0.2,0.5834,0,0,1.0,0.4884,0.2234,0.2882
2021,2021-07-05,COL,SEA,1,1,D,-98.4325,-0.4222,0.6667,0.5,0.0,3,0.5286,-0.2667,0.9333,-1.8,-0.2889,0.339,0,1,1.0,0.3107,0.2348,0.4544
2021,2021-07-05,LA,SKC,0,2,A,-57.1737,0.2,-0.6667,-0.1667,-0.0667,-1,-0.1143,-1.0167,0.925,-8.85,-0.1,0.4476,0,0,1.0,0.2227,0.1834,0.594
2021,2021-07-07,NE,TOR,2,3,A,82.9679,1.5,1.1667,-1.5,0.6667,0,0.4643,0.875,-0.15,1.1833,0.0,0.1421,1,0,1.0,0.5561,0.1986,0.2453
2021,2021-07-07,MTL,NYC,2,1,H,-101.3163,-0.4,-0.8333,-0.6667,-0.0667,-6,0.0667,-0.9417,0.55,-4.4167,0.2,0.1088,1,0,1.0,0.2231,0.199,0.5779
2021,2021-07-08,CHI,ORL,3,1,H,-87.7322,-1.2,-1.0,0.0,-0.3333,-1,0.3857,0.45,0.0167,-1.0167,0.0,0.3282,1,0,1.0,0.4712,0.2279,0.3009
2021,2021-07-08,ATX,LAFC,0,2,A,-58.5064,-0.2,-1.1667,-0.3333,-0.2,6,-0.5222,-0.2083,1.1667,-3.3333,0.1,0.4087,1,0,1.0,0.3234,0.2263,0.4504
2021,2021-07-08,COL,MIN,2,0,H,-21.1045,0.2,0.5,0.5,-0.1333,-1,-0.1,-0.6583,0.4917,-4.2667,-0.1,0.2332,1,1,1.0,0.2613,0.215,0.5237
2021,2021-07-08,SEA,HOU,2,0,H,164.0035,1.0,-0.1667,-0.5,0.3333,-1,-0.5286,0.1667,-0.9833,8.4833,-0.2,0.6292,1,0,1.0,0.4341,0.2405,0.3254
2021,2021-07-08,VAN,RSL,0,4,A,-64.6652,-0.7,-0.1667,1.0,-0.2,-1,0.5476,-0.6833,0.4083,-6.7,-0.1,0.2706,1,0,1.0,0.2442,0.2286,0.5272
2021,2021-07-08,LA,DAL,3,1,H,-23.0366,0.8,0.0,-0.3333,0.2667,0,-0.219,-0.5167,0.4,-4.4333,-0.4,0.4079,1,0,1.0,0.3026,0.2018,0.4957
2021,2021-07-09,CIN,CLB,2,2,D,-149.7879,-0.4,-0.3333,0.0,-0.0667,-1,-0.8619,0.4917,0.2083,-6.25,-0.1,0.0336,0,0,1.0,0.4782,0.2091,0.3126
2021,2021-07-17,ATL,NE,0,1,A,-60.0629,-0.6,-1.1667,-0.3333,-0.2667,3,-0.1476,-0.5917,-0.5167,9.5833,0.3,0.3057,0,0,1.0,0.2965,0.2137,0.4897
2021,2021-07-17,MTL,CIN,5,4,H,82.9895,0.4,0.0,-0.3333,0.2,2,0.5952,-0.7333,0.5833,-0.8333,0.1,0.2354,0,0,1.0,0.2525,0.2078,0.5397
2021,2021-07-17,CLB,NYC,2,1,H,-19.4088,-0.2,-0.1667,-0.5,-0.2,-2,0.3571,-0.5333,-0.175,1.4333,0.1,0.1589,0,0,1.0,0.3033,0.2104,0.4863
2021,2021-07-17,PHI,DC,2,1,H,103.9055,0.8,-0.3333,0.3333,-0.1333,-1,-0.2667,-0.6083,0.6917,-2.2833,0.2,0.0406,0,0,1.0,0.2705,0.2112,0.5183
2021,2021-07-17,TOR,ORL,1,1,D,-58.4893,-1.2,-0.6667,1.5,-0.4,1,0.125,-0.2417,0.9,-5.6667,0.0,0.3495,0,0,1.0,0.3162,0.235,0.4487
2021,2021-07-18,NSH,CHI,5,1,H,68.4957,0.7,-0.1667,-0.1667,0.0667,4,0.125,0.4167,-0.5833,-0.9,0.4,0.1329,0,0,1.0,0.4804,0.2108,0.3089
2021,2021-07-18,COL,SJ,1,1,D,86.7331,1.1,1.0,-1.3333,0.5333,-4,0.1,-0.525,-0.075,-10.4,-0.1,0.3098,0,1,1.0,0.2921,0.2226,0.4853
2021,2021-07-18,VAN,LA,2,1,H,-85.1131,-1.3,-0.5,1.3333,-0.4667,0,0.2857,-0.65,-0.0917,-3.0,0.2,0.361,0,0,1.0,0.2606,0.2304,0.5089
2021,2021-07-18,LAFC,RSL,2,1,H,59.4746,0.1,-0.3333,-0.1667,0.2,0,0.381,-0.3167,0.1417,-2.0333,-0.2,0.1912,0,0,1.0,0.3335,0.2139,0.4526
2021,2021-07-18,POR,DAL,1,0,H,38.9843,0.3,0.5,-0.8333,0.1333,4,0.1143,-0.0333,-0.275,-7.8833,-0.3,0.5381,0,0,1.0,0.3924,0.2142,0.3934
2021,2021-07-18,MIN,SEA,1,0,H,-91.3123,-0.7,-0.3333,0.1667,-0.2,0,0.3083,-0.1833,0.4083,0.4,-0.1,0.4653,0,0,1.0,0.3456,0.2239,0.4305
2021,2021-07-21,VAN,HOU,0,0,D,-47.6975,-0.3,0.1667,0.6667,0.0667,-10,0.0,-0.2083,-0.3833,2.0833,-0.3,0.6598,1,0,1.0,0.3405,0.2515,0.408
2021,2021-07-21,CLB,NSH,0,0,D,-3.6621,-0.4,-0.6667,-0.3333,-0.2667,1,-0.0317,-0.9167,-0.1833,0.7,-0.1,0.1118,1,0,1.0,0.2466,0.1969,0.5566
2021,2021-07-21,MIA,NE,0,5,A,-121.1965,-1.2,-1.3333,-0.1667,-0.4667,10,-0.7917,-0.7833,-0.3417,-1.8167,0.0,0.4086,1,0,1.0,0.2478,0.2218,0.5304
2021,2021-07-21,NYC,MTL,1,0,H,76.2156,-0.3,-0.1667,0.5,-0.3333,0,-0.0714,0.6333,-0.6083,4.6,0.0,0.1088,1,0,1.0,0.5207,0.1988,0.2804
2021,2021-07-21,TOR,RBNY,1,1,D,-32.8531,-0.8,0.0,1.6667,-0.4,-10,-0.5583,-0.5917,0.55,1.2833,0.1,0.1131,1,0,1.0,0.2713,0.2167,0.512
2021,2021-07-22,CHI,DC,2,2,D,3.2844,0.0,-0.5,1.1667,0.0,-1,-0.0821,-0.35,1.4167,-3.6333,0.0,0.1983,1,0,1.0,0.2973,0.2186,0.4841
2021,2021-07-22,CIN,ATL,1,1,D,-87.2727,0.3,1.0,0.1667,0.4,0,-0.7083,0.5,-0.4333,-13.85,-0.3,0.1234,1,0,1.0,0.4928,0.2087,0.2985
2021,2021-07-22,SKC,SJ,1,1,D,107.8073,1.6,1.3333,-0.8333,0.4667,10,0.0238,0.8167,-0.3083,6.9167,-0.2,0.4905,1,0,1.0,0.5469,0.1915,0.2615
2021,2021-07-22,COL,DAL,2,0,H,50.1819,1.3,0.6667,-0.8333,0.2667,0,-0.1143,-0.1917,-0.275,-4.9333,-0.2,0.2161,1,1,1.0,0.3492,0.2387,0.4121
2021,2021-07-22,RSL,LA,2,2,D,15.0061,-0.8,0.0,-0.3333,-0.3333,0,-0.3286,0.4417,-0.1,0.3833,0.4,0.1912,1,1,1.0,0.4727,0.2248,0.3025
2021,2021-07-22,POR,LAFC,2,1,H,-28.3448,0.0,-0.1667,0.5,-0.3333,0,0.2286,-0.4083,0.4167,-2.1,0.0,0.2762,1,0,1.0,0.3117,0.2132,0.4751
2021,2021-07-24,ATL,CLB,0,1,A,-72.5068,-0.7,-0.5,0.3333,-0.3333,-1,-0.0952,0.15,0.5167,4.05,0.2,0.1454,0,0,1.0,0.4075,0.2187,0.3738
2021,2021-07-25,CHI,TOR,1,2,A,-16.1485,0.5,0.6667,-0.6667,0.2,-1,0.2917,0.4,0.3667,-0.9,-0.1,0.1445,0,0,1.0,0.4508,0.2404,0.3088
2021,2021-07-25,MIN,POR,2,1,H,5.0018,0.2,0.0,-0.5,0.0,4,-0.1095,0.375,-0.175,4.9333,0.2,0.4762,0,0,1.0,0.4586,0.2372,0.3042
2021,2021-07-25,DAL,LA,4,0,H,-0.9072,-1.0,-1.0,0.3333,-0.2,0,-0.0,-0.1583,0.05,0.7333,0.2,0.4079,0,0,1.0,0.3503,0.236,0.4137
2021,2021-07-25,NSH,CIN,3,0,H,163.4416,0.7,-0.1667,-0.5,0.3333,1,0.9306,0.1667,-0.125,4.8833,0.1,0.08,0,0,1.0,0.4298,0.2016,0.3686
2021,2021-07-25,RSL,COL,3,0,H,-48.9297,-0.9,0.0,0.5,-0.2,0,-0.375,0.4583,0.4167,2.6833,0.3,0.1229,0,1,1.0,0.4632,0.2323,0.3045
2021,2021-07-25,SJ,HOU,1,1,D,-7.1778,-0.7,0.0,0.8333,-0.0667,-1,-0.2917,0.0083,-0.1833,3.1333,-0.1,0.536,0,0,1.0,0.3762,0.2596,0.3642
2021,2021-07-25,LAFC,VAN,2,2,D,147.9473,1.0,0.3333,-1.0,0.2,-1,-0.1429,1.05,-0.4917,-0.0333,-0.2,0.361,0,0,1.0,0.6016,0.2055,0.1929
2021,2021-07-25,NE,MTL,2,1,H,88.3958,0.5,0.8333,0.3333,-0.2,0,0.1032,0.575,0.05,-2.1833,-0.1,0.0875,0,0,1.0,0.4969,0.2054,0.2977
2021,2021-07-25,NYC,ORL,5,0,H,21.918,-0.3,-0.8333,-0.1667,0.1333,-4,0.1667,0.65,-0.1,1.65,0.0,0.3139,0,0,1.0,0.5136,0.1979,0.2886
2021,2021-07-25,MIA,PHI,1,1,D,-156.3625,-1.6,-1.6667,1.0,-0.5333,-4,-0.5714,-0.7,0.7,-1.6,-0.1,0.3356,0,0,1.0,0.2208,0.2413,0.5379
2021,2021-07-26,DC,RBNY,1,0,H,-52.2861,-0.6,0.5,0.1667,-0.2,-1,-0.1821,-0.0667,-0.0833,5.5,0.0,0.0675,0,0,1.0,0.385,0.2098,0.4052
2021,2021-07-26,SEA,SKC,1,3,A,65.0861,-0.1,-0.1667,0.0,-0.1333,4,0.0,-0.575,-0.2083,-5.6833,0.2,0.4998,0,0,1.0,0.3082,0.1975,0.4943
2021,2021-07-29,LAFC,MIN,2,2,D,5.6762,-0.4,0.1667,0.3333,0.0,0,-0.244,0.25,-0.2,-5.0667,-0.1,0.5098,1,0,1.0,0.44,0.2197,0.3403
